iter	Passed	Remaining
577	74244	82850
578	74363	82711
579	74525	82620
580	74663	82502
581	74801	82384
582	74922	82247
583	75064	82133
584	75178	81989
585	75300	81854
586	75412	81707
587	75513	81549
588	75639	81418
589	75757	81279
590	75864	81127
591	75975	80980
592	76077	80824
593	76190	80679
594	76306	80538
595	76421	80396
596	76533	80251
597	76630	80090
598	76750	79953
599	76849	79795
600	76951	79640
601	77065	79497
602	77157	79332
603	77258	79176
604	77369	79031
605	77471	78878
606	77581	78731
607	77677	78572
608	77776	78415
609	77870	78253
610	77982	78110
611	78091	77964
612	78207	77824
613	78328	77690
614	78437	77544
615	78541	77394
616	78628	77226
617	78731	77074
618	78852	76942
619	78980	76815
620	79087	76667
621	79213	76539
622	79372	76442
623	79507	76322
624	79664	76223
625	79789	76093
626	79901	75950
627	80023	75818
628	80150	75690
629	80279	75564
630	80413	75443
631	80617	75388
632	80792	75304
633	80960	75214
634	81097	75095
635	81249	74989
636	81561	75031
637	81787	74993
638	81970	74915
639	82102	74789
640	82222	74654
641	82372	74545
642	82532	74445
643	82680	74335
644	82849	74243
645	82946	74087
646	83055	73941
647	83173	73803
648	83288	73663
649	83437	73553
650	83555	73415
651	83688	73291
652	83801	73149
653	83936	73027
654	84043	72880
655	84160	72742
656	84280	72606
657	84410	72480
658	84522	72338
659	84625	72187
660	84774	72077
661	84892	71940
662	84991	71787
663	85092	71636
664	85195	71487
665	85286	71328
666	85395	71184
667	85511	71046
668	85631	70911
669	85738	70766
670	85848	70623
671	85949	70473
672	86057	70329
673	86160	70180
674	86274	70042
675	86403	69915
676	86517	69776
677	86627	69633
678	86741	69495
679	86848	69350
680	86954	69205
681	87050	69053
682	87189	68934
683	87308	68800
684	87416	68656
685	87514	68506
686	87620	68362
687	87713	68207
688	87822	68065
689	87911	67908
690	88028	67773
691	88126	67623
692	88241	67486
693	88351	67345
694	88486	67224
695	88601	67087
696	88703	66940
697	88813	66801
698	88918	66656
699	89020	66511
700	89127	66368
701	89228	66222
702	89342	66085
703	89459	65950
704	89565	65808
705	89671	65665
706	89780	65525
707	89888	65384
708	90007	65252
709	90116	65112
710	90222	64970
711	90339	64836
712	90460	64705
713	90579	64572
714	90691	64435
715	90806	64300
716	90919	64163
717	91027	64023
718	91150	63894
719	91249	63747
720	91340	63596
721	91456	63461
722	91640	63375
723	92087	63469
724	92249	63365
725	92536	63347
726	92658	63216
727	92784	63088
728	92908	62958
729	93045	62837
730	93164	62704
731	93321	62596
732	93472	62485
733	93666	62401
734	93836	62302
735	94016	62208
736	94183	62107
737	94362	62013
738	94543	61920
739	94691	61805
740	94812	61672
741	94924	61534
742	95042	61400
743	95167	61270
744	95549	61305
745	95992	61378
746	96122	61250
747	96282	61142
748	96470	61050
749	96625	60938
750	96787	60830
751	96925	60707
752	97085	60597
753	97222	60473
754	97362	60351
755	97511	60235
756	97656	60116
757	97774	59980
758	97886	59841
759	98007	59707
760	98134	59577
761	98282	59459
762	98444	59350
763	98590	59231
764	98827	59167
765	98947	59032
766	99063	58895
767	99155	58744
768	99286	58616
769	99435	58499
770	99554	58363
771	99685	58236
772	99790	58092
773	99907	57956
774	100033	57826
775	100141	57684
776	100235	57535
777	100368	57408
778	100467	57262
779	100560	57112
780	100660	56967
781	100780	56833
782	100898	56699
783	101006	56558
784	101112	56416
785	101260	56298
786	101408	56180
787	101564	56066
788	101674	55927
789	101792	55792
790	101950	55679
791	102086	55554
792	102224	55430
793	102365	55308
794	102518	55192
795	102651	55065
796	102761	54926
797	102870	54786
798	102980	54648
799	103083	54505
800	103193	54366
801	103323	54238
802	103430	54098
803	103561	53970
804	103677	53834
805	103763	53684
806	103874	53546
807	103994	53413
808	104135	53290
809	104259	53159
810	104384	53028
811	104513	52900
812	104631	52766
813	104758	52636
814	104894	52511
815	105041	52391
816	105195	52276
817	105350	52160
818	105495	52039
819	105644	51920
820	105806	51807
821	105969	51695
822	106109	51572
823	106249	51448
824	106402	51331
825	106517	51195
826	106639	51062
827	106755	50928
828	106864	50789
829	106987	50657
830	107096	50519
831	107196	50377
832	107308	50240
833	107422	50104
834	107531	49966
835	107641	49829
836	107750	49691
837	107879	49562
838	107981	49421
839	108081	49280
840	108182	49138
841	108295	49003
842	108408	48867
843	108513	48728
844	108622	48590
845	108721	48449
846	108831	48312
847	108946	48177
848	109073	48048
849	109182	47912
850	109291	47775
851	109387	47632
852	109486	47491
853	109592	47353
854	109691	47212
855	109798	47074
856	109902	46936
857	110027	46806
858	110145	46673
859	110272	46545
860	110398	46416
861	110561	46302
862	110716	46185
863	110876	46070
864	111053	45961
865	111515	45971
866	111663	45850
867	111785	45718
868	111902	45585
869	112024	45453
870	112137	45318
871	112267	45190
872	112411	45067
873	112518	44930
874	112633	44796
875	112749	44662
876	112864	44527
877	112977	44393
878	113117	44269
879	113226	44132
880	113361	44006
881	113500	43881
882	113641	43757
883	113781	43633
884	113944	43517
885	114095	43397
886	114254	43280
887	114437	43171
888	114739	43108
889	115306	43142
890	115802	43149
891	116058	43066
892	116372	43004
893	116706	42949
894	117091	42911
895	117465	42869
896	118249	42975
897	118585	42917
898	119021	42895
899	119586	42918
900	120037	42899
901	120268	42800
902	120572	42727
903	120832	42638
904	121030	42527
905	121400	42476
906	121719	42407
907	121998	42323
908	122197	42211
909	122531	42145
910	122729	42032
911	122921	41917
912	123120	41804
913	123330	41694
914	123596	41603
915	123778	41484
916	124014	41383
917	124323	41305
918	124676	41242
919	124926	41144
920	125123	41028
921	125319	40912
922	125537	40803
923	125721	40682
924	125954	40577
925	126112	40448
926	126457	40379
927	126623	40252
928	126874	40151
929	127073	40035
930	127307	39929
931	127854	39920
932	128529	39950
933	128836	39864
934	128999	39734
935	129221	39622
936	129485	39522
937	129849	39453
938	130121	39355
939	130306	39230
940	130493	39106
941	130637	38969
942	130798	38837
943	130964	38706
944	131167	38586
945	131427	38483
946	131761	38401
947	131913	38265
948	132060	38129
949	132282	38013
950	132529	37905
951	132692	37772
952	132829	37632
953	132966	37492
954	133109	37354
955	133378	37251
956	133612	37137
957	133883	37034
958	134019	36893
959	134275	36785
960	134425	36648
961	134594	36516
962	134744	36379
963	134904	36245
964	135050	36106
965	135316	36000
966	135503	35872
967	135681	35742
968	135903	35623
969	136355	35565
970	136672	35470
971	136833	35334
972	136999	35200
973	137173	35067
974	137338	34933
975	137516	34801
976	137687	34668
977	137861	34535
978	138110	34421
979	138281	34288
980	138441	34151
981	138630	34022
982	138909	33914
983	139157	33799
984	139423	33688
985	139585	33551
986	139746	33414
987	139894	33274
988	140275	33189
989	140442	33053
990	140619	32920
991	140799	32786
992	141085	32678
993	141430	32583
994	141638	32455
995	141796	32317
996	141943	32175
997	142140	32045
998	142306	31908
999	142471	31771
1000	142641	31634
1001	143061	31553
1002	143575	31492
1003	143788	31364
1004	144072	31251
1005	144340	31135
1006	144521	30999
1007	144689	30861
1008	144890	30730
1009	145153	30611
1010	145358	30480
1011	145581	30353
1012	145776	30220
1013	145967	30085
1014	146131	29946
1015	146376	29822
1016	146574	29689
1017	146732	29548
1018	146934	29415
1019	147253	29306
1020	147716	29225
1021	147936	29095
1022	148117	28957
1023	148371	28833
1024	148695	28723
1025	149676	28739
1026	149991	28625
1027	151012	28645
1028	152362	28725
1029	153016	28671
1030	153364	28560
1031	153641	28435
1032	154263	28373
1033	155094	28349
1034	155408	28228
1035	155696	28103
1036	155965	27974
1037	156434	27880
1038	156692	27749
1039	156880	27604
1040	157051	27457
1041	157468	27353
1042	157663	27209
1043	157883	27070
1044	158054	26922
1045	158277	26783
1046	158467	26638
1047	158650	26492
1048	158831	26345
1049	159053	26205
1050	159253	26062
1051	159423	25913
1052	159529	25754
1053	159701	25606
1054	159918	25465
1055	160045	25310
1056	160266	25169
1057	160462	25024
1058	160633	24876
1059	160855	24735
1060	161188	24611
1061	161512	24485
1062	161841	24359
1063	162342	24259
1064	162719	24140
1065	162954	23999
1066	163571	23914
1067	163824	23776
1068	163999	23625
1069	164195	23478
1070	164433	23336
1071	164707	23200
1072	164835	23043
1073	164947	22883
1074	165153	22737
1075	165262	22577
1076	165375	22418
1077	165736	22292
1078	165990	22152
1079	166145	21998
1080	166303	21845
1081	166506	21698
1082	166791	21561
1083	166966	21409
1084	167146	21259
1085	167402	21117
1086	167642	20974
1087	167924	20836
1088	168272	20705
1089	168558	20567
1090	168770	20419
1091	169031	20277
1092	169272	20133
1093	169446	19980
1094	169639	19829
1095	169846	19681
1096	170070	19534
1097	170450	19404
1098	170655	19255
1099	170859	19105
1100	171110	18960
1101	171375	18817
1102	171661	18675
1103	172518	18595
1104	172744	18446
1105	173052	18306
1106	173817	18213
1107	174321	18092
1108	174526	17940
1109	174988	17814
1110	175153	17657
1111	175272	17495
1112	175397	17334
1113	175526	17174
1114	175647	17013
1115	175767	16852
1116	175898	16692
1117	176020	16531
1118	176196	16375
1119	176362	16219
1120	176493	16059
1121	176631	15899
1122	176769	15740
1123	176924	15583
1124	177117	15428
1125	177294	15273
1126	177447	15115
1127	177666	14963
1128	177932	14814
1129	178101	14657
1130	178241	14498
1131	178359	14338
1132	178495	14178
1133	178623	14018
1134	178751	13859
1135	178969	13706
1136	179207	13554
1137	179520	13408
1138	179765	13257
1139	179927	13100
1140	180090	12942
1141	180279	12786
1142	180430	12628
1143	180573	12469
1144	180706	12310
1145	180837	12150
1146	180969	11991
1147	181175	11836
1148	181296	11676
1149	181429	11516
1150	181550	11356
1151	181720	11199
1152	181938	11045
1153	182198	10893
1154	182355	10736
1155	182540	10579
1156	182749	10424
1157	182906	10266
1158	183385	10126
1159	183870	9986
1160	184259	9839
1161	184584	9689
1162	184938	9541
1163	185418	9398
1164	185810	9250
1165	186538	9118
1166	186771	8962
1167	186934	8802
1168	187595	8665
1169	187801	8507
1170	188157	8355
1171	188419	8199
1172	188550	8037
1173	188690	7875
1174	188880	7715
1175	189054	7555
1176	189328	7399
1177	189547	7240
1178	189778	7082
1179	189965	6922
1180	190149	6762
1181	190324	6601
1182	190602	6444
1183	190811	6285
1184	191135	6129
1185	191501	5974
1186	191795	5816
1187	192069	5658
1188	192328	5499
1189	192489	5337
1190	192691	5177
1191	192863	5015
1192	193059	4854
1193	193278	4694
1194	193447	4532
1195	193595	4370
1196	193931	4212
1197	194256	4053
1198	194399	3891
1199	194669	3731
1200	194878	3569
1201	195033	3407
1202	195196	3245
1203	195350	3082
1204	195514	2920
1205	195661	2758
1206	195789	2595
1207	195910	2432
1208	196056	2270
1209	196206	2108
1210	196354	1945
1211	196487	1783
1212	196629	1621
1213	196856	1459
1214	197016	1297
1215	197201	1135
1216	197342	972
1217	197557	810
1218	197740	648
1219	198481	488
1220	198728	325
1221	198972	162
1222	199224	0
