iter	RMSE
294	7.118713167
295	7.113596716
296	7.111051601
297	7.107991157
298	7.104760825
299	7.103479323
300	7.101051466
301	7.096167175
302	7.093090122
303	7.09114711
304	7.08912164
305	7.086838794
306	7.082116507
307	7.0801619
308	7.078272184
309	7.076674707
310	7.072478109
311	7.068584001
312	7.067050021
313	7.065925988
314	7.06491944
315	7.063329237
316	7.05878938
317	7.054428786
318	7.049768317
319	7.046062719
320	7.043295036
321	7.04184489
322	7.037486236
323	7.036364525
324	7.033891886
325	7.032130187
326	7.030190047
327	7.026786312
328	7.023324965
329	7.020744489
330	7.017250379
331	7.014691328
332	7.012774547
333	7.01154226
334	7.007663391
335	7.005511102
336	7.003041749
337	6.999933681
338	6.999302817
339	6.996715958
340	6.994493264
341	6.992687371
342	6.99081367
343	6.9892781
344	6.987880445
345	6.985026946
346	6.982570428
347	6.980120681
348	6.978265481
349	6.9765681
350	6.975315556
351	6.973647375
352	6.971967527
353	6.969303595
354	6.965382563
355	6.962981908
356	6.962183466
357	6.959792614
358	6.956526021
359	6.955547749
360	6.953167093
361	6.949125213
362	6.947179225
363	6.944430424
364	6.941908683
365	6.940365589
366	6.937843616
367	6.935600568
368	6.9346813
369	6.93415266
370	6.932095922
371	6.930179484
372	6.927181351
373	6.925650562
374	6.925629675
375	6.923472662
376	6.92223156
377	6.921429337
378	6.919680451
379	6.916977975
380	6.914163125
381	6.91286398
382	6.910654543
383	6.909761951
384	6.907806777
385	6.906980433
386	6.906930793
387	6.9051533
388	6.903946819
389	6.902360349
390	6.901973673
391	6.900394994
392	6.900128752
393	6.897184275
394	6.895401362
395	6.894271303
396	6.892934638
397	6.892370687
398	6.890473965
399	6.889047815
400	6.889026913
401	6.88862776
402	6.887710842
403	6.885348155
404	6.88249566
405	6.881315296
406	6.880178383
407	6.879283685
408	6.878189079
409	6.876847358
410	6.87474824
411	6.872340353
412	6.871370853
413	6.870842258
414	6.870204962
415	6.868134643
416	6.865889482
417	6.862846219
418	6.860407166
419	6.858114912
420	6.857620555
421	6.856107
422	6.853773315
423	6.852934761
424	6.851173624
425	6.848311349
426	6.848107675
427	6.847646122
428	6.847611945
429	6.84742969
430	6.847095484
431	6.847047961
432	6.844579688
433	6.844382697
434	6.844222245
435	6.843687635
436	6.842967197
437	6.842183902
438	6.84134854
439	6.840653803
440	6.839616072
441	6.839166483
442	6.837510374
443	6.834982983
444	6.834009275
445	6.833953613
446	6.832986916
447	6.83187615
448	6.831837104
449	6.831829972
450	6.831812562
451	6.831791498
452	6.831461543
453	6.830107995
454	6.829349552
455	6.829318698
456	6.828714528
457	6.827753525
458	6.826093435
459	6.824348164
460	6.822710559
461	6.821844698
462	6.819668522
463	6.818782456
464	6.817428561
465	6.815848124
466	6.815387597
467	6.813285937
468	6.811975186
469	6.810456334
470	6.810018506
471	6.810013471
472	6.808566473
473	6.808549821
474	6.808488264
475	6.808347067
476	6.807349087
477	6.806122339
478	6.805196407
479	6.803989093
480	6.803580211
481	6.802679137
482	6.800938899
483	6.800860814
484	6.800356024
485	6.799498192
486	6.797957142
487	6.797452191
488	6.795014307
489	6.794378898
490	6.792965348
491	6.791977225
492	6.790193251
493	6.789432358
494	6.787301377
495	6.78620637
496	6.784763061
497	6.782796721
498	6.781181546
499	6.779217023
500	6.777320962
501	6.77559525
502	6.773622476
503	6.773113909
504	6.7712716
505	6.771186232
506	6.770751167
507	6.769791184
508	6.76930407
509	6.767339411
510	6.764895755
511	6.764571299
512	6.762851911
513	6.761316661
514	6.761220517
515	6.760681662
516	6.7602453
517	6.759197194
518	6.759015571
519	6.75791178
520	6.756504111
521	6.756139249
522	6.755184
523	6.754859892
524	6.75429657
525	6.753682872
526	6.753603348
527	6.752551268
528	6.750989404
529	6.750062062
530	6.749083178
531	6.748152745
532	6.747286695
533	6.746833697
534	6.746795038
535	6.746573401
536	6.745747399
537	6.745323921
538	6.745279025
539	6.745171649
540	6.74516242
541	6.745086259
542	6.743375056
543	6.742491036
544	6.741983607
545	6.741701363
546	6.741338353
547	6.740972446
548	6.739787827
549	6.739575011
550	6.739571311
551	6.739484045
552	6.739086706
553	6.737384301
554	6.737317388
555	6.735571182
556	6.735361391
557	6.734910535
558	6.733510205
559	6.731577507
560	6.730791627
561	6.729658978
562	6.729538917
563	6.72794724
564	6.727513525
565	6.727505189
566	6.726926452
567	6.724782743
568	6.722824858
569	6.722413978
570	6.721955298
571	6.721341877
572	6.720561917
573	6.720133597
574	6.719813981
575	6.717828037
576	6.717577924
577	6.717062292
578	6.715875341
579	6.714542237
580	6.713309651
581	6.711673064
582	6.711631308
583	6.711313518
584	6.711295819
585	6.710695241
586	6.709200059
587	6.709039237
588	6.708349726
589	6.707813893
590	6.706519106
591	6.705374862
592	6.704989004
593	6.70452004
594	6.703790422
595	6.703601227
596	6.702857963
597	6.702818503
598	6.702751224
599	6.702227178
600	6.702203195
601	6.702135397
602	6.702128275
603	6.701462271
604	6.701432961
605	6.700921605
606	6.700646552
607	6.700622933
608	6.700590301
609	6.700018703
610	6.699577437
611	6.699175577
612	6.698574595
613	6.698147125
614	6.696532929
615	6.696526368
616	6.69649375
617	6.695614614
618	6.6947144
619	6.693969457
620	6.693899783
621	6.692733108
622	6.691966587
623	6.691896397
624	6.691226609
625	6.689954569
626	6.68986917
627	6.68912194
628	6.687812526
629	6.687280238
630	6.687139004
631	6.686048816
632	6.684787015
633	6.684211908
634	6.68379025
635	6.683134694
636	6.682661272
637	6.681669427
638	6.680766032
639	6.68005867
640	6.679262984
641	6.678768011
642	6.678233435
643	6.677209682
644	6.675868605
645	6.675854006
646	6.674702827
647	6.674461581
648	6.673611731
649	6.672277644
650	6.671209021
651	6.67049026
652	6.670434302
653	6.669805831
654	6.669803229
655	6.669118761
656	6.668192186
657	6.667820193
658	6.666485057
659	6.666435868
660	6.665232284
661	6.66464087
662	6.66447995
663	6.662914866
664	6.662002491
665	6.661973888
666	6.661199826
667	6.660032513
668	6.659543629
669	6.658651359
670	6.65860593
671	6.658603386
672	6.657423837
673	6.656808092
674	6.655806662
675	6.654494001
676	6.653632927
677	6.653246697
678	6.652165946
679	6.65194101
680	6.65142178
681	6.650092035
682	6.649779733
683	6.64867944
684	6.648626715
685	6.648046444
686	6.646861763
687	6.646832621
688	6.646439996
689	6.646437737
690	6.645881095
691	6.645689559
692	6.644817523
693	6.644478836
694	6.644348463
695	6.642834341
696	6.642793872
697	6.642655344
698	6.641884378
699	6.640882292
700	6.639978755
701	6.638659849
702	6.638357383
703	6.637827841
704	6.63725485
705	6.637171892
706	6.636619665
707	6.635194201
708	6.634993763
709	6.634968759
710	6.634027335
711	6.633617522
712	6.633134126
713	6.632845002
714	6.632730578
715	6.632382886
716	6.63211301
717	6.631000404
718	6.630114277
719	6.628649955
720	6.628438876
721	6.628414212
722	6.62814914
723	6.627808272
724	6.627289097
725	6.62684676
726	6.626577962
727	6.626319225
728	6.626273523
729	6.626139044
730	6.62494944
731	6.624923384
732	6.624811884
733	6.623902888
734	6.623844971
735	6.623836272
736	6.622527559
737	6.622442898
738	6.622179572
739	6.621961598
740	6.62188612
741	6.621415225
742	6.621367762
743	6.620185265
744	6.618891024
745	6.617607314
746	6.617301852
747	6.617173947
748	6.616443549
749	6.616323436
750	6.615077624
751	6.614785591
752	6.614229856
753	6.613936653
754	6.612968716
755	6.611941653
756	6.611790313
757	6.610526162
758	6.609697743
759	6.60923824
760	6.608647676
761	6.608058001
762	6.607519211
763	6.607259842
764	6.606260808
765	6.605784968
766	6.605427216
767	6.60541044
768	6.604662
769	6.604227148
770	6.603180375
771	6.602535101
772	6.602527347
773	6.601422247
774	6.601339798
775	6.600956797
776	6.600867869
777	6.600551511
778	6.600549888
779	6.600513938
780	6.599939694
781	6.598759511
782	6.59855011
783	6.597610993
784	6.596837432
785	6.595634285
786	6.594529189
787	6.593587399
788	6.593382918
789	6.592722758
790	6.592016
791	6.591552104
792	6.591436723
793	6.5913368
794	6.590225247
795	6.589504007
796	6.588752609
797	6.588210614
798	6.587674893
799	6.587283768
800	6.586747895
801	6.586546008
802	6.585572132
803	6.585044207
804	6.583980068
805	6.583966709
806	6.583478424
807	6.583231698
808	6.582678511
809	6.581340537
810	6.580098439
811	6.580027243
812	6.578825795
813	6.578092594
814	6.577871646
815	6.576637398
816	6.575370374
817	6.574606818
818	6.573614126
819	6.573384269
820	6.572260118
821	6.572190715
822	6.571587644
823	6.571152697
824	6.570588557
825	6.570415821
826	6.570064419
827	6.569433658
828	6.569076204
829	6.568269408
830	6.568129649
831	6.5680677
832	6.566693283
833	6.566073597
834	6.565702631
835	6.564899437
836	6.564298162
837	6.563324672
838	6.562686699
839	6.562684343
840	6.562522495
841	6.562381623
842	6.561292085
843	6.561067544
844	6.560734315
845	6.560552103
846	6.559530207
847	6.55922234
848	6.558244706
849	6.557049541
850	6.556420071
851	6.55574592
852	6.555251954
853	6.554094877
854	6.553420139
855	6.552629989
856	6.552623295
857	6.55165124
858	6.55122359
859	6.550123754
860	6.549666444
861	6.549139842
862	6.548205527
863	6.547483909
864	6.546917456
865	6.546139677
866	6.545807323
867	6.544630347
868	6.544493427
869	6.544218956
870	6.543377184
871	6.543057839
872	6.54270406
873	6.542252676
874	6.541581437
875	6.541268902
876	6.540665726
877	6.53958438
878	6.539353106
879	6.538973466
880	6.537766095
881	6.537343027
882	6.535876535
883	6.535806009
884	6.535248724
885	6.534160613
886	6.534061463
887	6.53303465
888	6.532104352
889	6.531386699
890	6.530779902
891	6.530339818
892	6.529825593
893	6.529024295
894	6.528807227
895	6.528483817
896	6.528208052
897	6.527195393
898	6.527029759
899	6.526565191
900	6.526315944
901	6.525328122
902	6.524952862
903	6.524616345
904	6.524201085
905	6.523658319
906	6.522881243
907	6.52241907
908	6.521624549
909	6.521109479
910	6.520395394
911	6.520143154
912	6.519928679
913	6.519878075
914	6.519546677
915	6.519031034
916	6.517989372
917	6.516833148
918	6.516550885
919	6.515987013
920	6.515703861
921	6.514808583
922	6.514385656
923	6.51409079
924	6.513134662
925	6.51277493
926	6.512710454
927	6.512559908
928	6.511780499
929	6.511382176
930	6.511064919
931	6.510521114
932	6.510145503
933	6.50975255
934	6.508952263
935	6.508580833
936	6.50788691
937	6.507588441
938	6.507212158
939	6.506214341
940	6.505784147
941	6.504733393
942	6.504058896
943	6.503747202
944	6.502591989
945	6.502237488
946	6.501365427
947	6.501019181
948	6.500206214
949	6.499792951
950	6.499493775
951	6.498412202
952	6.498273299
953	6.497768563
954	6.49689303
955	6.496132962
956	6.495199009
957	6.494483545
958	6.494230701
959	6.493742647
960	6.493568226
961	6.493059919
962	6.49191575
963	6.491909767
964	6.490812562
965	6.490228065
966	6.48928962
967	6.488340656
968	6.488053521
969	6.487979193
970	6.487665902
971	6.48657478
972	6.486383814
973	6.486146832
974	6.485203237
975	6.485181907
976	6.484899737
977	6.483973093
978	6.48295922
979	6.482835714
980	6.482781523
981	6.482521911
982	6.481702363
983	6.481141041
984	6.480324774
985	6.479682937
986	6.479294735
987	6.478900346
988	6.478720265
989	6.478463031
990	6.478444951
991	6.477336672
992	6.47700046
993	6.476685353
994	6.476382124
995	6.47605731
996	6.475821126
997	6.475573593
998	6.475246932
999	6.475232715
1000	6.474993605
1001	6.474607811
1002	6.474141316
1003	6.473975323
1004	6.473891565
1005	6.473279971
1006	6.47287897
1007	6.472012801
1008	6.471420768
1009	6.471401144
1010	6.470817584
1011	6.469858832
1012	6.469669681
1013	6.469526805
1014	6.469445479
1015	6.468952523
1016	6.468850714
1017	6.468840574
1018	6.468692821
1019	6.46815271
1020	6.467097496
1021	6.466126188
1022	6.465735238
1023	6.465176891
1024	6.464953046
1025	6.464292087
1026	6.463356664
1027	6.462590635
1028	6.46165688
1029	6.461516513
1030	6.460537673
1031	6.459924884
1032	6.459032622
1033	6.458252304
1034	6.458003785
1035	6.457876273
1036	6.457099855
1037	6.456680348
1038	6.456194095
1039	6.455619306
1040	6.454888543
1041	6.45484053
1042	6.454612538
1043	6.454318447
1044	6.45385762
1045	6.453581322
1046	6.453300854
1047	6.452563964
1048	6.452276016
1049	6.451540334
1050	6.450702316
1051	6.450058761
1052	6.449065857
1053	6.448554654
1054	6.448304631
1055	6.447658029
1056	6.446902589
1057	6.445681128
1058	6.444650298
1059	6.44451114
1060	6.443660574
1061	6.44292585
1062	6.441967878
1063	6.441801793
1064	6.44159601
1065	6.440786455
1066	6.440068717
1067	6.439826435
1068	6.439612414
1069	6.439272707
1070	6.438488584
1071	6.438393416
1072	6.437411384
1073	6.43669132
1074	6.435986231
1075	6.434993131
1076	6.434520477
1077	6.433490571
1078	6.432512203
1079	6.432169442
1080	6.431934118
1081	6.431646859
1082	6.43159983
1083	6.431115039
1084	6.430296974
1085	6.429892208
1086	6.429725222
1087	6.429388247
1088	6.429317592
1089	6.429050536
1090	6.428930266
1091	6.428138556
1092	6.428120168
1093	6.428097586
1094	6.427973347
1095	6.427757512
1096	6.427038798
1097	6.42663749
1098	6.425932784
1099	6.425625264
1100	6.42535992
1101	6.425044783
1102	6.424422133
1103	6.423544005
1104	6.423412171
1105	6.422361281
1106	6.422008069
1107	6.42135887
1108	6.421231039
1109	6.421146414
1110	6.421015687
1111	6.420678758
1112	6.420199874
1113	6.419482704
1114	6.418881195
1115	6.418509958
1116	6.417853865
1117	6.417716619
1118	6.41720736
1119	6.416914998
1120	6.416083361
1121	6.415452686
1122	6.415111795
1123	6.414824183
1124	6.414609789
1125	6.414149729
1126	6.413302362
1127	6.412819746
1128	6.412655724
1129	6.412436712
1130	6.411126051
1131	6.410229025
1132	6.409382988
1133	6.409110532
1134	6.408796823
1135	6.4079672
1136	6.407076928
1137	6.406277319
1138	6.405775515
1139	6.405615917
1140	6.404866757
1141	6.404099102
1142	6.403553844
1143	6.403218915
1144	6.402872038
1145	6.402271703
1146	6.401541278
1147	6.401396078
1148	6.400495669
1149	6.400204166
1150	6.399868963
1151	6.39909365
1152	6.398643697
1153	6.398211286
1154	6.397454767
1155	6.396657049
1156	6.396191269
1157	6.396187908
1158	6.395191803
1159	6.394997549
1160	6.39499429
1161	6.394959721
1162	6.394460893
1163	6.393320329
1164	6.392945732
1165	6.392790438
1166	6.39273283
1167	6.392394477
1168	6.392057067
1169	6.391909109
1170	6.3913607
1171	6.391231361
1172	6.390852181
1173	6.390436441
1174	6.390307628
1175	6.389431788
1176	6.389102916
1177	6.388588547
1178	6.388115269
1179	6.387269914
1180	6.386995988
1181	6.386791514
1182	6.386547953
1183	6.386127174
1184	6.385751422
1185	6.385567934
1186	6.384599092
1187	6.38391923
1188	6.38360221
1189	6.383024463
1190	6.382813708
1191	6.381860733
1192	6.380898278
1193	6.379858608
1194	6.379207301
1195	6.378543199
1196	6.378110209
1197	6.377401589
1198	6.37697409
1199	6.376024821
1200	6.375618228
1201	6.374736298
1202	6.374245997
1203	6.37404385
1204	6.373901018
1205	6.373611839
1206	6.372896665
1207	6.372477478
1208	6.372253743
1209	6.371558751
1210	6.370860801
1211	6.370649429
1212	6.370007889
1213	6.369910071
1214	6.369522847
1215	6.368345019
1216	6.367463607
1217	6.367228684
1218	6.366509296
1219	6.366224756
1220	6.365698536
1221	6.364910362
1222	6.364499043
